mml-mir-1235	69975	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702703	0
hsa-mir-1234	69974	29	7882	0	2	0	5437	0	0	0	0	0	0	0	0.7	0
mml-mir-1232	69972	0	0	0	0	0	0	0	0	0	0	0	0	0	0.657534	0
hsa-mir-1231	69971	0	0	0	0	0	1	0	0	0	0	0	0	0	0.630435	0
mml-mir-1227	69967	0	0	0	0	0	0	0	0	0	0	0	0	0	0.681818	0
mmu-mir-1195	69953	39	1153	0	167	0	444	0	0	0	0	0	0	0	0.653061	0
cbr-mir-35b-7	74509	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0
cbr-mir-35b-8	74510	0	0	0	0	0	0	0	0	0	0	0	0	0	0.728972	0
mmu-mir-467g	69951	57	151	0	15072	0	25	0	0	0	0	0	0	0	0.783333	0
cre-MIR1142	69853	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775	0
ppt-MIR477b	69852	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682353	0
tae-MIR1136	69848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841121	0
crm-mir-786	74532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.697248	0
tae-MIR1117	69829	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700855	0
tae-MIR171a	69825	0	0	0	0	0	0	0	0	0	0	0	0	0	0.707692	0
ppt-MIR1223j	69620	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621622	0
ppt-MIR1223i	69619	0	0	0	0	0	0	0	0	0	0	0	0	0	0.709677	0
ppt-MIR1223h	69618	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69697	0
ppt-MIR1223g	69617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724138	0
ppt-MIR1223f	69616	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741935	0
gma-MIR4997	81536	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836364	0
crm-mir-90	74550	0	0	0	0	0	0	0	0	0	0	0	0	0	0.702703	0
cel-mir-63	64718	5	574	0	2797	0	556	0	2728	0	4	0	0	0	0.711538	0
cel-mir-64	64719	6	54727	0	19	0	53557	0	14	0	5	0	0	0	0.636364	0
cel-mir-65	64720	6	53620	0	146	0	52699	0	140	0	2	-1	0	0	0.68	0
cel-mir-66	64721	6	12349	0	44	0	12052	0	39	0	2	3	0	0	0.646465	0
cel-mir-71	64724	6	51066	0	37	0	50420	0	37	0	2	0	0	0	0.744681	0
cel-mir-72	64725	6	669464	0	159	0	653439	0	156	0	2	-1	0	0	0.626263	0
cel-mir-75	64728	4	55	0	722	0	55	0	709	0	3	1	0	0	0.680412	0
cel-mir-80	64733	6	946	0	21123	0	933	0	20978	0	6	1	0	0	0.632653	0
cel-mir-81	64734	6	139	0	107975	0	139	0	105824	0	5	3	0	0	0.666667	0
cel-mir-84	64737	2	59	0	6	0	56	0	3	0	2	2	0	0	0.693333	0
cel-mir-86	64739	4	2950	0	861	0	2896	0	814	0	2	1	0	0	0.734694	0
mdo-mir-7398g	87243	0	0	0	0	0	0	0	0	0	2	2	0	0	0.711864	0
mdo-mir-7398t	87245	0	0	0	0	0	0	0	0	0	1	2	0	0	0.733333	0
mdo-mir-7398j	87242	0	0	0	0	0	0	0	0	0	1	2	0	0	0.711864	0
mmu-let-7g	64813	76	79259899	0	1241	0	14694100	0	1061	0	-4	2	0	0	0.795455	0
mmu-let-7i	64814	76	14230405	0	7309	0	13510300	0	6989	0	9	3	0	0	0.752941	0
mmu-mir-1a-1	64815	74	93	0	22225500	0	83	0	11064500	0	2	2	0	0	0.701299	0
mmu-mir-15b	64816	76	382522	0	7164	0	376134	0	6963	0	1	2	0	0	0.71875	0
mmu-mir-23b	64817	76	17181	0	747129	0	13598	0	720753	0	2	0	0	0	0.702703	0
mmu-mir-27b	64818	76	24411	0	686708	0	22699	0	667141	0	-1	2	0	0	0.794521	0
mmu-mir-29b-1	64819	76	1776	0	6039210	0	1293	0	284802	0	0	3	0	0	0.732394	0
mmu-mir-30a	64820	76	1414314	0	432031	0	1377490	0	371216	0	5	2	0	0	0.816901	0
mmu-mir-30b	64821	76	120230	0	15614	0	118706	0	14831	0	2	4	0	0	0.75	0
